,candle_size,percent_candle_size,parkinson_volatility,shortterm_momentum,momentum,longterm_momentum,extralongterm_momentum,percent2MA_shortterm,percent2MA_longterm
8STO66,-0.014000000000010004,-0.00011026139827212517,,0.006083333333336327,0.012000000000000455,0.04379861111111438,,-0.00013583933946636792,-0.0005506207889987028
KQFOV7,0.003999999999990678,3.14973030433535e-05,,-0.008333333333325754,0.002944444444437977,0.0349232456140669,,8.662508662516451e-05,-0.0003715956606284012
79YJLJ,-0.014999999999986358,-0.0001181186068302979,,0.010583333333329392,0.005000000000023874,0.025967836257336785,,7.2184114112936445e-06,-0.0004200195163674568
OU9BM6,-0.003999999999990678,-3.149978343891545e-05,,0.006916666666654692,-0.002888888888890051,0.004106359649114211,,-8.531118567513956e-06,-0.0005006286144098532
XFNJ50,0.023000000000024556,0.00018108240036550743,,0.0008333333333325754,-0.0006388888889006239,-0.00741995614036739,,0.00019030394821637777,-0.00028613982940164934
UNX2UE,0.03000000000002956,0.000234288972018318,0.006543943849090267,0.15441666666667686,0.15441666666664844,0.22403654970759135,,0.0016538170449411761,0.00521218808536802
YCDEG0,0.08500000000000796,0.0006641610864113264,0.007046720912147367,-0.05891666666664719,-0.03230555555558112,0.40485179093566614,,-0.000670873234890841,0.0032354956389494278
SDIO0U,-0.04600000000002069,-0.0003591841834027289,0.007046720912147367,-0.0441666666666265,-0.03288888888891961,0.4070955774853502,,2.7329978253387342e-05,0.0038880278252463245
IR7YV8,0.0049999999999954525,3.9064025938477695e-05,0.007046720912147367,-0.021666666666675383,-0.04266666666669039,0.4152743055555561,,-0.0003514526710402023,0.0032039062471723168
6NI0OS,-0.03700000000000614,-0.0002890466927590377,0.007046720912147367,-0.027083333333351334,-0.04688888888890119,0.4212192982456031,,-0.00011000792187223245,0.0032145520852790398
YSGKWS,0.0020000000000095497,1.562841871666888e-05,0.007046720912147367,-0.025166666666649462,-0.05255555555558544,0.4232785087719435,,-0.0002955502116373183,0.002913723037939025
0K3QX4,0.02600000000001046,0.00020311706573970125,0.006644115855222609,0.11050000000001603,-0.08363888888891324,0.3782021198830705,,0.0011457978937653983,0.0026924002725311645
8AFT5V,0.0049999999999954525,3.9075321589861147e-05,0.006644115855222609,0.11991666666665424,-0.04469444444445969,0.3629188596491417,,0.000518016212930049,0.0022496009430506276
3WEDVI,0.0640000000000498,0.0004999179822064335,0.006644115855222609,0.0626666666666722,0.07061111111111984,0.12387792397657904,,0.0006174672898655587,0.002042348260220664
GOXQ81,0.016999999999995907,0.00013282910363792279,0.006644115855222609,0.0694166666666689,0.07213888888888675,0.1196719663742698,,0.00017778819759889847,0.001718630749252536
NX8GDS,0.0630000000000166,0.0004921913452450144,0.006644115855222609,0.05866666666666731,0.06858333333333633,0.1175648757309915,,0.0002683032295372316,0.0018190996357696709
5G41MF,-0.0759999999999934,-0.0005934764444513343,0.006644115855222609,0.03966666666664764,0.06955555555555293,0.11600785818713177,,0.0006615909961111751,0.002270402074361228
1JNRUO,0.049000000000006594,0.0003828304451771692,0.006644115855222609,0.0353333333333552,0.06838888888889016,0.11410855263159192,,9.376318544806821e-05,0.0017448199587445745
9OENIY,0.03899999999998727,0.00030458279966251656,0.006644115855222609,0.037416666666658216,0.07250000000001933,0.1122690058479634,,0.0003834787709668889,0.002117898832177258
B0OF74,0.013000000000033651,0.00010074629757382497,0.010047167926946713,0.07025000000001569,0.11274999999997704,0.3900656067251589,,0.000984536379039558,0.005334411168131704
ORUSGH,0.018000000000029104,0.00013955219252022815,0.010313155071540984,-0.049999999999954525,0.0479999999999734,0.42766977339178425,,-0.0005914546426604823,0.004347168387041625
BQ83GB,0.05000000000001137,0.00038758788555313733,0.010313155071540984,-0.04966666666666697,0.032083333333332575,0.4284656432748477,,-0.0003487074576902851,0.004470155936904444
BLWRDY,0.09200000000004138,0.0007075127083128237,0.012450934469445708,0.037749999999988404,0.2894722222222299,0.45288687865496513,,0.0006444823652308933,0.007298451367726138
AEBIAO,0.020000000000010232,0.0001538804810304624,0.01217299392222906,-0.007833333333337578,0.22883333333334122,0.47679184941523545,,-0.00032688913074403633,0.006577964958914694
WRWZVU,-0.038000000000010914,-0.0002923931610779375,0.011872121307440949,-0.08575000000001864,-0.03822222222223104,0.509249634502936,,-0.0009845741508610862,0.0025813840450697543
W4BVB8,0.005000000000023874,3.845118621927847e-05,0.011872121307440949,-0.02933333333331234,-0.09772222222224514,0.4770199195906173,,0.0002384542014092329,0.00300002155976733
ROOREL,-0.0670000000000357,-0.0005154084034650499,0.011872121307440949,-0.030416666666667425,-0.013472222222247865,0.4162013888889078,,-0.00048248168587938794,0.002314693471112312
KVG926,-0.019000000000005457,-0.00014615384615388814,0.011872121307440949,-0.05349999999998545,-0.03308333333333735,0.38747094298247475,,-4.999750012490456e-05,0.0022474274243968946
BZGZJM,0.025999999999982037,0.00019988621861388159,0.011872121307440949,0.01858333333333917,-0.03300000000001546,0.377825109649109,,0.0005685893791095549,0.0027704243409310578
ROEDEZ,0.038000000000010914,0.0002923616667693337,0.011872121307440949,-0.025083333333327573,-0.027166666666659012,0.23503344298245565,,-0.0004466777620483581,0.0011752340859770155
HC5CVN,0.029000000000024784,0.00022305118640175969,0.011872121307440949,-0.03133333333329347,-0.028999999999996362,0.23111951754387405,,-0.00013586329588967096,0.0014549911556371975
G3NFY6,-0.03100000000000591,-0.00023853309839110123,0.011872121307440949,-0.00541666666666174,-0.024416666666667197,0.19449597953214948,,-0.0004723544465728275,0.0008667689903674406
UM25XS,-0.007000000000005002,-5.384491127131684e-05,0.004620329765807267,0.04449999999999932,0.03658333333333985,0.0021253654970792013,1.2236340277777629,0.0007633852221450618,0.0013595602892000603
DB9TXW,-0.020000000000038654,-0.00015384970422424094,0.004620329765807267,0.060000000000002274,0.04608333333334258,0.003362755847945209,1.2220895833333145,0.0006106431509188034,0.0013090867232580022
F4ZODP,0.0010000000000047748,7.692130181647924e-06,0.004620329765807267,0.03241666666664855,0.033027777777789424,0.042898026315782545,1.176791666666702,0.0003674341744560478,0.0013397424016673108
BEWA55,-0.019000000000005457,-0.00014498504364817056,0.0061214370419351094,0.07150000000001455,0.13619444444441342,0.0072589546783774495,1.2333604166666419,0.0009585823674312407,0.0023786884936339877
5OR8HN,-0.05099999999998772,-0.0003863548555713713,0.010468352600517036,0.09233333333330052,0.1355000000000075,0.5439020467836144,1.237261805555562,0.0009149570197673922,0.008396535285967918
DFVDFK,-0.053000000000054115,-0.00040167034232964333,0.010468352600517036,0.07599999999996498,0.13505555555556725,0.554504751461991,1.2381159722222606,0.0004220582288718196,0.007953807177985415
5BTI4B,-0.03200000000001069,-0.00024242056938539327,0.010468352600517036,0.024416666666667197,0.04505555555556384,0.7792574926900784,1.2697833333332937,0.00037450321485437294,0.006979750440951138
PTMAML,0.025000000000034106,0.00018943412238985627,0.010468352600517036,0.034250000000014325,0.04563888888887391,0.7793327850877176,1.2705708333333519,0.00012314734295408607,0.00672156232600431
S8UV22,0.003999999999962256,3.0268863176885605e-05,0.011177671569758421,0.06624999999999659,0.05138888888888005,0.7803728070175566,1.2729854166666428,0.0013279155892744236,0.008006010705615994
C71CKV,0.0630000000000166,0.00047343859200878197,0.012065576894032632,0.09716666666662377,0.0765833333333319,0.05103709795321265,1.9479881944444628,0.0017527856996774481,0.003333731711528057
S83QMF,-0.1759999999999593,-0.0013225525263756,0.012291085583568104,0.11950000000001637,0.1329722222222074,0.06872825292396101,1.9526791666666838,0.0008937715529938406,0.003235277002875081
VS8WEO,0.125,0.0009405921968471351,0.012291085583568104,0.019333333333321434,0.13980555555556862,0.07024707602340641,1.9529902777777863,-0.0005640370008271688,0.0018465461127671425
1DWT5D,0.006000000000028649,4.510566000878546e-05,0.012291085583568104,0.0056666666666558285,0.15152777777780102,0.0725537280701758,1.953581249999985,0.0002205651983205389,0.0027695880231925016
9O3SJ3,0.04999999999998295,0.000376002045450999,0.012291085583568104,-0.024833333333333485,0.1191111111110672,0.09689948830413186,1.952871527777745,-0.0004572599729650849,0.0022684052172851042
VZOP4G,0.0,0.0,0.012291085583568104,-0.03133333333332189,0.11494444444443275,0.09911549707604195,1.9528944444444392,-5.261496369571265e-05,0.002675190652869603
YEUJ5E,-0.03099999999997749,-0.00023309322225045865,0.012291085583568104,-0.02941666666666265,0.10152777777776123,0.1045838815789466,1.9531020833333343,-0.00039898156354412756,0.002296955644710137
VW7DVY,-0.043000000000006366,-0.00032326452059124603,0.012291085583568104,-0.01833333333331666,0.028222222222240134,0.1136154970760117,1.951677083333351,0.00015037820117603447,0.002380855693016423
YCV5RN,0.0519999999999925,0.000391048008663161,0.012291085583568104,0.0037499999999965894,0.01875000000001137,0.11539875730994709,1.9515715277777872,-0.00012218757108037228,0.0020436441766029847
KVRT3L,0.002999999999985903,2.2550117636341043e-05,0.012291085583568104,0.01658333333335804,0.01500000000001478,0.11783132309943767,1.9515562499999817,0.00032520325203252374,0.0024818287253772302
VX8C4E,0.03499999999999659,0.0002632707250475511,0.012291085583568104,0.013916666666688116,0.0023888888888734527,0.12255829678363739,1.950886805555541,-0.0003590475277414355,0.001735290823361128
3Z3R93,-0.025000000000034106,-0.00018794307580145773,0.012291085583568104,-0.00583333333335645,-0.016111111111115406,0.12894060672516616,1.9491805555555288,0.0002519071628110105,0.002277852360266193
KYQQ4X,0.027999999999963165,0.00021053423060989635,0.012291085583568104,0.011416666666661968,-0.022527777777810343,0.13304385964912058,1.9475736111111246,7.080968049805529e-05,0.0020877613233581532
OKY366,0.028999999999996362,0.0002180090511343715,0.012291085583568104,0.021916666666697893,-0.02494444444445776,0.13762317251462264,1.9458437499999945,0.00023999283154566318,0.002282756790779002
C5NQNH,-0.006000000000000227,-4.476709916658754e-05,0.015450480976645515,0.13500000000001933,0.10216666666664764,0.5454820906432474,1.9064652777777837,0.0012351058928994096,0.008235661460500773
Z9XLQC,-0.06499999999999773,-0.0004850673870539076,0.015450480976645515,0.11316666666664332,0.11891666666667788,0.5588854166666977,1.9097812499999804,0.0007380955640828807,0.007974428672182201
9H1REV,-0.12400000000002365,-0.0009257738424095776,0.015450480976645515,0.07433333333335668,0.12030555555557498,0.5650144371344936,1.9110923611111161,0.00021157910195874444,0.007489579581937908
VHV7IS,-0.0730000000000075,-0.0005444876222300684,0.01565209352202397,0.04050000000000864,0.11122222222221012,0.6033883406433063,1.9195298611111014,0.000864717175273879,0.008230330068877856
6SQQAB,0.053999999999973625,0.0004030001119442787,0.01565209352202397,0.05375000000000796,0.10697222222222535,0.609829861111109,1.9209812499999828,0.00028429538601652,0.007623860280762039
AVX7MZ,-0.02600000000001046,-0.00019396037240399303,0.01565209352202397,0.07933333333332371,0.10066666666668311,0.6166913377193168,1.9225125000000105,0.0006668723685911669,0.007986355699134504
BNBQJ1,-0.05700000000001637,-0.0004254239312157898,0.01565209352202397,0.059916666666680385,0.08822222222221399,0.6296262792397727,1.925102777777795,0.0002009350009486739,0.007437027340357521
EA8373,-0.03799999999995407,-0.0002835334233672883,0.01565209352202397,-0.0027500000000202363,0.09616666666667584,0.648239948830394,1.928872916666677,0.00030538909120296433,0.00762825274191023
BLHAKM,0.271000000000015,0.002022599376054327,0.016498127893788152,0.007666666666665378,0.09666666666666401,0.6541195175438759,1.9301250000000039,-3.4828296498359155e-05,0.0073161788718100595
YZKRSG,0.025000000000034106,0.00018620448231455235,0.01662783728852277,0.07183333333335895,0.1104999999999734,0.6639206871344925,1.9322125000000199,0.0018119434056826967,0.009341701781296079
CC2F2S,0.03200000000003911,0.00023910753114031217,0.01693391062259745,-0.10458333333332348,-0.029277777777821257,0.8199738669590317,1.9701277777778046,-0.001992941742341828,0.0052509262884766735
5YEGM2,0.027999999999991587,0.00020887728459523749,0.015726401324629758,0.08466666666666356,-0.10952777777777101,0.7727669956140062,1.9950243055555745,0.0012623150409693021,0.006236983478425027
1BOMM3,-0.038000000000010914,-0.0002835947878264021,0.014883045097199399,0.041416666666691526,0.02661111111112291,0.7670434941520341,2.0045430555555583,2.0523728228461294e-05,0.005622743977237718
E1RT6S,0.019000000000005457,0.00014175401947256656,0.014146078652401398,-0.0237499999999784,0.0809722222222149,0.7493751827485369,2.0165680555555525,0.00010881426648314275,0.0057095955339937195
SFBJZO,0.002999999999985903,2.2391735956544377e-05,0.013021774221569039,-0.02966666666668516,0.08052777777774622,0.7202324561403373,2.033770138888883,-0.00045011999054985456,0.004978209394838799
AW9F9N,0.014000000000010004,0.00010446124114884985,0.013021774221569039,-0.05041666666670608,0.0777222222222349,0.7125228435672568,2.0383291666666707,-0.00016723437244539103,0.0052240699169216614
XFZHKV,0.02199999999999136,0.00016427104722786155,0.009314143019557125,-0.13374999999999204,-0.056166666666655374,0.35886878654969223,2.3219958333333466,-0.0022034595992050272,-0.00024349533851842603
V2VM0O,0.04400000000003956,0.0003283361565270958,0.009314143019557125,-0.17941666666666833,-0.10322222222222877,0.3393318713450242,2.3234618055555245,-0.001029342792271087,0.00031205815519927155
AKM3ZV,0.025000000000034106,0.0001866451651438968,0.009314143019557125,-0.03558333333333508,-0.06741666666667356,0.24829769736837193,2.329812500000031,-0.0011179975228805467,-0.0005356178901508542
ZH1WVQ,-0.17499999999995453,-0.0013058142311362419,0.009314143019557125,-0.10066666666668311,-0.06324999999998226,0.2321259137426921,2.330190277777774,-0.0004425372800366602,-4.137498103864317e-05
0COR6K,-0.058000000000021146,-0.0004333500197997709,0.009314143019557125,-0.11674999999999613,-0.06761111111111973,0.22170321637426582,2.3299354166666433,-0.001611875538094755,-0.0013645991800796842
JRINPB,-0.12300000000001887,-0.0009176091432665308,0.009314143019557125,0.10566666666665014,0.21522222222225196,-0.41136915204677393,2.0565020833333563,0.0016140120154228426,0.0003823796869627651
RTHU3Q,-0.21999999999997044,-0.0016427718040619064,0.009314143019557125,0.10816666666664787,0.20886111111113337,-0.40860288742689477,2.0524701388888786,0.000613927053511058,-0.0005346778339953373
MI8J6J,-0.1209999999999809,-0.0009029176927093568,0.009314143019557125,0.145166666666654,0.023194444444442297,-0.3655085891812746,2.010738194444457,0.00161067906378806,0.0002138305473638932
PRYEXS,0.10599999999999454,0.0007916828488632222,0.009314143019557125,0.15149999999999864,0.007499999999964757,-0.36013432017546165,2.007700694444452,0.0007461822005026494,-0.0006660602903128637
C2A0HX,0.06499999999999773,0.00048484667656249476,0.009314143019557125,0.12950000000000728,0.03666666666666174,-0.34650493421054307,2.002741666666651,0.00155516735169571,0.000602458394101932
M0DNCD,0.10599999999999454,0.0007913223294737301,0.009055723047876675,-0.1418333333333237,0.18883333333332075,-0.26840551900582454,1.9754805555555492,-0.0013878621083823455,-0.0003163717823733262
JQGFRA,0.008000000000009777,5.967477249000281e-05,0.009055723047876675,-0.1173333333333062,0.16933333333332712,-0.26338614766081037,1.9729388888888764,-0.0004995265681032071,0.00047837803079538556
EG8B74,0.02100000000004343,0.0001567398119125499,0.00709174243576921,-0.08908333333334895,-0.04061111111110449,0.28575584795322584,1.5931006944444448,-0.0011809940105402198,-0.00020438342330225407
3QZWF1,0.01999999999998181,0.00014925373134314784,0.00709174243576921,-0.0967499999999859,-0.04108333333334713,0.28213724415203956,1.5891124999999988,-0.0009350700991919848,-4.6302789617436905e-05
1SIGPV,0.024999999999977263,0.00018659640689941903,0.007028495031986429,-0.09483333333335509,-0.04713888888889528,0.27347130847954304,1.5813763888888843,-0.0008663001773615329,-0.00018736469598774246
B7GCS0,0.04600000000002069,0.0003432451591241331,0.007028495031986429,-0.07241666666669744,-0.0532222222222174,0.2690062134502966,1.577677777777751,-0.0004680120303333141,8.763261299267123e-05
9LWAN4,-0.19599999999999795,-0.0014632325494587381,0.006418950901613083,0.028666666666651963,0.009472222222228766,0.16830756578946193,1.4927423611111124,-0.0009993735270428577,-0.00036357623755269036
V3I2S4,-0.3259999999999934,-0.0024294635804032716,0.005679298979337434,0.0422500000000241,0.072111111111127,-0.24010087719298667,1.304016666666655,0.0018908743380540488,0.000983433313648086
SED7KT,-0.146000000000015,-0.0010906021468429685,0.005679298979337434,0.022500000000007958,0.07516666666668925,-0.2405157163742615,1.302193750000015,-0.00046664949396528873,-0.001372001909043403
J7MJZ5,-0.09399999999999409,-0.0007005097326139006,0.005679298979337434,0.08675000000002342,0.05594444444443525,-0.24049287280701037,1.283490277777787,0.0019469525432651057,0.0009758740226592748
FFEAM2,-0.03000000000002956,-0.00022210376688010512,0.008152205481763455,0.07708333333334849,0.03099999999997749,0.5422920321637434,1.0021624999999972,0.0012756370617971523,0.006077368213470622
ZW1AET,0.02400000000000091,0.00017779489876803626,0.008152205481763455,0.10383333333334122,0.05522222222222695,0.5514018640350855,1.002612499999998,0.00042367699755053046,0.005394819561188228
IV07CA,0.03300000000001546,0.0002444263387898338,0.008152205481763455,0.06925000000001091,0.06730555555552087,0.5532028508771702,1.0026305555555552,0.0004909453012829167,0.005542955304598684
LZ8OIG,0.00899999999998613,6.666913589381925e-05,0.00846338170382491,0.05816666666666492,0.11341666666669425,0.5663061038011961,1.004853472222237,-0.00018392359640991127,0.005298517618470356
0824VD,0.01500000000001478,0.0001111086420302866,0.00846338170382491,0.012000000000000455,0.11986111111110631,0.5666544225146026,1.006052777777768,-0.00018514678437069117,0.005326223049264993
7FZDT4,0.0619999999999834,0.0004596610370544876,0.00846338170382491,-0.04633333333333667,0.10402777777778738,0.5701365131578768,1.0106409722222338,-0.0011108477990402696,0.004275861844314236
LLOBAL,-0.012000000000028876,-8.956426982750576e-05,0.007828188922102606,-0.22816666666665242,-0.09749999999999659,-0.019429093567254085,0.9981375000000128,-0.0029159943094078863,-0.004054213242180237
SN9OZ6,0.08899999999999864,0.0006637828162291069,0.007828188922102606,-0.3091666666666697,-0.13316666666665355,-0.035014619883043,0.9943173611111149,-0.0017781075624788193,-0.0033322197026729857
OD724O,-0.03299999999995862,-0.00024636793931852107,0.007828188922102606,-0.12424999999998931,-0.2509722222222308,-0.07712847222222763,0.9834798611111069,-0.0014257784470756377,-0.004336439213853044
ZIPPDR,-0.07699999999999818,-0.0005749486652977276,0.007828188922102606,-0.05941666666669221,-0.2948333333333437,-0.12089126461989963,0.9681506944444607,-0.0005802119732618089,-0.0044638120153957855
9FYJ9H,0.11799999999996658,0.0008804787416613185,0.007828188922102606,0.07408333333336259,-0.04686111111112723,-0.2940175438596384,0.8984888888888918,0.001163509503239426,-0.0035879646122972536
5B0Z1V,0.06699999999997885,0.000500145564753763,0.007828188922102606,-0.10641666666668925,0.183111111111117,-0.3379941520467753,0.8661145833333421,-0.001196055564081522,-0.003982544793044144
56826C,-0.013000000000033651,-9.699610523356401e-05,0.007828188922102606,-0.09774999999999068,0.16777777777778624,-0.34457163742689545,0.863393055555548,-0.0006021322565791414,-0.0034934986640439004
AA7AA1,0.004999999999967031,3.733126269238316e-05,0.007828188922102606,-0.15733333333332666,-0.11486111111111086,-0.10189126461989417,0.6327868055555257,-0.0019250688677862136,-0.00371365799276903
82O0NP,-0.09699999999997999,-0.0007235674111204105,0.007828188922102606,-0.16625000000001933,-0.13808333333332712,-0.09730519005850624,0.6240673611111447,-0.0006702800080757734,-0.0027629636513627123
JWZ93O,0.08700000000004593,0.0006494330524103369,0.007828188922102606,-0.125,-0.1576388888888971,-0.09548044590644622,0.6194222222222265,-0.0011383209021069544,-0.003445689927478118
N79FR6,0.07900000000000773,0.0005894642590658688,0.007828188922102606,-0.08216666666666583,-0.1668333333333294,-0.09394261695908313,0.615066666666678,-0.0005655159556286576,-0.003000110606250907
A3U2QL,0.05000000000001137,0.0003701482814016137,0.006672151598071983,0.07299999999997908,0.027027777777789197,0.2560133406433067,0.3811868055555294,0.0011636180368205973,0.004501304281130802
9N3P55,0.04599999999996385,0.0003408240532868319,0.008549121820298579,-0.04358333333331643,-0.18038888888887072,0.5662772295321759,0.4939465277777799,-0.0008556494144630229,0.0018358852931880105
FXWAEP,0.031999999999982265,0.00023699490460941955,0.008549121820298579,-0.03725000000000023,-0.18597222222223309,0.5646379751462121,0.4955597222221968,-0.0002832027454007689,0.0022365128368755337
81YVFI,-0.10500000000001819,-0.0007781466769432783,0.008549121820298579,-0.023166666666668334,-0.04974999999998886,0.29133808479531353,0.5464479166666649,-0.0008675595660474141,0.0006770648766376871
9EITI1,0.006000000000028649,4.443621551585743e-05,0.008549121820298579,-0.03899999999998727,-0.06366666666664855,0.2604629020467826,0.5440361111110974,0.00019012439567602353,0.0013096755237241376
Q8TQGA,-0.0049999999999954525,-3.70666903893148e-05,0.008549121820298579,0.008250000000003865,-0.06505555555554565,0.2470009137426814,0.5434284722222458,-0.0006624368663093618,0.0002990683101630612
V7DZYZ,0.08200000000005048,0.0006125482755275796,0.0076375577366141565,-0.2884999999999991,0.012861111111106993,-0.3141840277777703,0.4762409722222287,-0.004705086375571749,-0.007347984639700074
A9M86J,-0.09499999999997044,-0.0007078037223023027,0.0076375577366141565,-0.4370000000000118,-0.014805555555540195,-0.32322605994156106,0.4692256944444466,-0.0017255485310526419,-0.004693019013520914
MRSB12,-0.10200000000000387,-0.000761262202585335,0.0076375577366141565,-0.2470000000000141,-0.08372222222220671,-0.3285286915204608,0.46087222222223545,-0.002748888536043269,-0.0063359737537138725
VO7EPG,0.0479999999999734,0.00035813412122820155,0.009093126781392012,0.09358333333329938,0.08327777777779488,-0.5271842105263147,0.26770486111112746,0.0014289797084879013,-0.004521425242365214
1E25D1,-0.2259999999999991,-0.0016867685693814122,0.009093126781392012,-0.1868333333333112,-0.02033333333332621,0.0438499634502989,-0.052306249999986676,-0.002502726694055545,-0.002615938612819676
4GUVXX,0.028999999999996362,0.00021835869557030297,0.012286145474874877,-0.4070000000000107,-0.6291388888888605,-0.0971918859649179,-0.10397013888888296,-0.004425309471811562,-0.010969605790797698
1KA0F8,0.013999999999953161,0.00010524812244832061,0.013313500373365138,-0.1074999999999875,-0.8020555555555688,-0.18955884502921094,-0.13770208333335177,0.0004299479424548291,-0.00913435014638146
ILCCWT,0.1279999999999859,0.0009632968835839603,0.013313500373365138,0.06958333333335531,-0.7763055555555525,-0.21512518274852255,-0.1474499999999921,-0.0002037810476099646,-0.010116151297025026
AC6POM,0.19300000000001205,0.0014510732679223492,0.013313500373365138,0.09433333333333849,-0.7645277777777437,-0.22730519005847327,-0.15221944444445512,0.0009808742072728541,-0.009125562901011096
5ADB92,-0.031000000000034333,-0.00023350230866018133,0.013313500373365138,-0.1711666666666929,-0.03377777777777169,-0.39743896198828566,-0.21692361111109904,-0.0026181452112734355,-0.010449718928581198
YVWXDH,-0.06700000000000728,-0.0005080607246311425,0.016843404184173703,-0.33783333333332166,-0.23375000000001478,-1.0403936403508567,-0.5254937500000096,-0.003678076973928511,-0.01445431260469549
V3NJ1T,-0.03299999999995862,-0.00024996023359888673,0.017700612854499292,0.0027499999999918145,-0.48841666666669425,-1.0664258040935692,-0.5789111111111254,0.0006549963207775363,-0.012878874300141103
QUAM83,-0.060000000000002274,-0.000454576448394226,0.017700612854499292,0.04016666666666424,-0.4844166666667036,-1.0711915204678064,-0.5860180555555701,0.0005698077688426782,-0.013039894850009743
YCM4XH,0.04899999999994975,0.00037112215220514534,0.017988142875204022,0.12725000000000364,-0.25549999999998363,-1.1681277412280338,-0.6768694444444634,0.0012911249850696659,-0.011924117762385115
QJE36Y,0.023000000000024556,0.00017430712916176886,0.017988142875204022,0.05941666666669221,-0.06491666666670426,-1.180451206140333,-0.7107083333333435,-9.030314703297438e-05,-0.012227367828746848
KYF1JI,-0.006000000000000227,-4.545041359876547e-05,0.017988142875204022,-0.03799999999998249,0.02174999999996885,-1.1850495248537811,-0.7241493055555566,-1.5149908342911572e-05,-0.011648597627054402
RS573I,0.002999999999985903,2.272813364131901e-05,0.017988142875204022,-0.02049999999999841,0.07200000000000273,-1.2047289839181587,-0.8053305555555426,-0.00033702036133126314,-0.011037562510680993
JJUVQ7,0.023000000000024556,0.00017420547156682344,0.017988142875204022,0.005500000000012051,-0.0328055555555693,-1.2442668128655043,-0.8565826388889093,0.0004407572942806242,-0.010274243945436261
GPSR8V,0.05299999999999727,0.0003980263899006231,0.01675967896454253,0.2982499999999959,0.13608333333331757,-0.7594537646198773,-1.099711805555586,0.0034911214733174423,0.0006157500347614917
NQFOB5,0.007000000000005002,5.210892253640182e-05,0.01631557212964712,0.2673333333333403,0.3613333333333344,-0.29081286549705965,-1.1774145833333307,0.006737362760894825,0.010138726283215506
7LN9XH,0.19700000000003115,0.001473492101484197,0.01616894477484496,0.4685000000000059,0.41874999999998863,-0.20945175438595243,-1.1816131944444521,0.0005001403136790378,0.00537229779311545
6HZOYI,-0.06200000000001182,-0.0004623484317440366,0.015951159305191788,0.020749999999992497,0.46066666666666833,-0.019127741228061268,-1.1953083333333439,0.0011677976530813908,0.008510689302612756
EE9IR7,-0.08300000000002683,-0.0006194908233258957,0.015951159305191788,0.06891666666666652,0.351055555555547,0.16096710526315405,-1.19897222222221,-0.0003860996659398424,0.007655317968797768
