dealref,strat_id,instrument,open_time,open_time_2,open_price,close_time,close_time_2,close_price,dir,size,PnL,open_time_formatted,close_time_formatted,time_in_trade,W/L
RJKNG9,2,C:USDJPY,2022-06-08 10:55:00+00:00,2022-06-08 10:55,133.9952999,2022-06-13 00:55:00+00:00,2022-06-13 00:55,135,-1,1,-1.0047001,10:55,00:55,14:00:00,-1
Z30B0H,2,C:USDJPY,2022-06-08 11:00:00+00:00,2022-06-08 11:00,133.9353029,2022-06-13 00:55:00+00:00,2022-06-13 00:55,135,-1,1,-1.0646971,11:00,00:55,13:55:00,-1
F6TLR5,2,C:USDJPY,2022-06-08 11:40:00+00:00,2022-06-08 11:40,133.9883003,2022-06-13 00:55:00+00:00,2022-06-13 00:55,135,-1,1,-1.01169975,11:40,00:55,13:15:00,-1
2HBAQF,2,C:USDJPY,2022-06-08 11:55:00+00:00,2022-06-08 11:55,133.9773008,2022-06-13 00:55:00+00:00,2022-06-13 00:55,135,-1,1,-1.0226992,11:55,00:55,13:00:00,-1
9GNXQ8,2,C:USDJPY,2022-06-08 12:15:00+00:00,2022-06-08 12:15,133.9793007,2022-06-13 00:55:00+00:00,2022-06-13 00:55,135,-1,1,-1.0206993,12:15,00:55,12:40:00,-1
B64RII,2,C:USDJPY,2022-06-08 14:15:00+00:00,2022-06-08 14:15,133.8243085,2022-06-13 00:55:00+00:00,2022-06-13 00:55,135,-1,1,-1.17569155,14:15,00:55,10:40:00,-1
P9DNGO,2,C:USDJPY,2022-06-08 16:20:00+00:00,2022-06-08 16:20,133.9873003,2022-06-13 00:55:00+00:00,2022-06-13 00:55,135,-1,1,-1.0126997,16:20,00:55,08:35:00,-1
7Q3N2D,2,C:USDJPY,2022-06-08 17:30:00+00:00,2022-06-08 17:30,133.9713011,2022-06-13 00:55:00+00:00,2022-06-13 00:55,135,-1,1,-1.0286989,17:30,00:55,07:25:00,-1
CJQP2V,2,C:USDJPY,2022-06-09 03:45:00+00:00,2022-06-09 03:45,133.9183038,2022-06-13 00:55:00+00:00,2022-06-13 00:55,135,-1,1,-1.08169625,03:45,00:55,21:10:00,-1
260EYW,2,C:USDJPY,2022-06-09 05:15:00+00:00,2022-06-09 05:15,133.9373028,2022-06-13 00:55:00+00:00,2022-06-13 00:55,135,-1,1,-1.0626972,05:15,00:55,19:40:00,-1
SDATDE,2,C:USDJPY,2022-06-09 05:30:00+00:00,2022-06-09 05:30,133.834308,2022-06-13 00:55:00+00:00,2022-06-13 00:55,135,-1,1,-1.16569205,05:30,00:55,19:25:00,-1
SOC38T,2,C:USDJPY,2022-06-09 13:25:00+00:00,2022-06-09 13:25,133.913304,2022-06-13 00:55:00+00:00,2022-06-13 00:55,135,-1,1,-1.086696,13:25,00:55,11:30:00,-1
JX9I5T,2,C:USDJPY,2022-06-09 14:25:00+00:00,2022-06-09 14:25,133.8853054,2022-06-13 00:55:00+00:00,2022-06-13 00:55,135,-1,1,-1.1146946,14:25,00:55,10:30:00,-1
3FPL8R,2,C:USDJPY,2022-06-09 15:40:00+00:00,2022-06-09 15:40,133.9463024,2022-06-13 00:55:00+00:00,2022-06-13 00:55,135,-1,1,-1.05369765,15:40,00:55,09:15:00,-1
61G4T6,2,C:USDJPY,2022-06-10 02:25:00+00:00,2022-06-10 02:25,133.973301,2022-06-13 00:55:00+00:00,2022-06-13 00:55,135,-1,1,-1.026699,02:25,00:55,22:30:00,-1
ALM8JV,2,C:USDJPY,2022-06-10 02:40:00+00:00,2022-06-10 02:40,133.9723011,2022-06-13 00:55:00+00:00,2022-06-13 00:55,135,-1,1,-1.02769895,02:40,00:55,22:15:00,-1
NYLJTT,2,C:USDJPY,2022-06-10 05:00:00+00:00,2022-06-10 05:00,133.9433025,2022-06-13 00:55:00+00:00,2022-06-13 00:55,135,-1,1,-1.0566975,05:00,00:55,19:55:00,-1
X8G3Y8,2,C:USDJPY,2022-06-10 12:35:00+00:00,2022-06-10 12:35,133.8643065,2022-06-13 00:55:00+00:00,2022-06-13 00:55,135,-1,1,-1.13569355,12:35,00:55,12:20:00,-1
PXGDBP,2,C:USDJPY,2022-06-08 10:45:00+00:00,2022-06-08 10:45,134.0337014,2022-06-13 04:05:00+00:00,2022-06-13 04:05,135,1,1,0.96629865,10:45,04:05,17:20:00,1
AME8Q7,2,C:USDJPY,2022-06-08 11:35:00+00:00,2022-06-08 11:35,134.0777036,2022-06-13 04:05:00+00:00,2022-06-13 04:05,135,1,1,0.92229645,11:35,04:05,16:30:00,1
L8FNKQ,2,C:USDJPY,2022-06-08 11:45:00+00:00,2022-06-08 11:45,134.0547024,2022-06-13 04:05:00+00:00,2022-06-13 04:05,135,1,1,0.9452976,11:45,04:05,16:20:00,1
8BXKES,2,C:USDJPY,2022-06-08 12:10:00+00:00,2022-06-08 12:10,134.0297012,2022-06-13 04:05:00+00:00,2022-06-13 04:05,135,1,1,0.97029885,12:10,04:05,15:55:00,1
ECAIO4,2,C:USDJPY,2022-06-08 12:20:00+00:00,2022-06-08 12:20,134.2677131,2022-06-13 04:05:00+00:00,2022-06-13 04:05,135,1,1,0.73228695,12:20,04:05,15:45:00,1
FXVJQK,2,C:USDJPY,2022-06-08 15:55:00+00:00,2022-06-08 15:55,134.0567025,2022-06-13 04:05:00+00:00,2022-06-13 04:05,135,1,1,0.9432975,15:55,04:05,12:10:00,1
A0JUNB,2,C:USDJPY,2022-06-08 16:50:00+00:00,2022-06-08 16:50,134.0417018,2022-06-13 04:05:00+00:00,2022-06-13 04:05,135,1,1,0.95829825,16:50,04:05,11:15:00,1
32089U,2,C:USDJPY,2022-06-08 17:40:00+00:00,2022-06-08 17:40,134.0277011,2022-06-13 04:05:00+00:00,2022-06-13 04:05,135,1,1,0.97229895,17:40,04:05,10:25:00,1
2U4TR4,2,C:USDJPY,2022-06-09 04:00:00+00:00,2022-06-09 04:00,134.0157005,2022-06-13 04:05:00+00:00,2022-06-13 04:05,135,1,1,0.98429955,04:00,04:05,00:05:00,1
RRHOW3,2,C:USDJPY,2022-06-09 05:25:00+00:00,2022-06-09 05:25,134.0227008,2022-06-13 04:05:00+00:00,2022-06-13 04:05,135,1,1,0.9772992,05:25,04:05,22:40:00,1
D2ZRHE,2,C:USDJPY,2022-06-09 13:20:00+00:00,2022-06-09 13:20,134.0507022,2022-06-13 04:05:00+00:00,2022-06-13 04:05,135,1,1,0.9492978,13:20,04:05,14:45:00,1
PCNGTQ,2,C:USDJPY,2022-06-09 14:20:00+00:00,2022-06-09 14:20,134.0167005,2022-06-13 04:05:00+00:00,2022-06-13 04:05,135,1,1,0.9832995,14:20,04:05,13:45:00,1
YD88UI,2,C:USDJPY,2022-06-09 14:35:00+00:00,2022-06-09 14:35,134.0697032,2022-06-13 04:05:00+00:00,2022-06-13 04:05,135,1,1,0.93029685,14:35,04:05,13:30:00,1
NDDH6H,2,C:USDJPY,2022-06-09 15:45:00+00:00,2022-06-09 15:45,134.066703,2022-06-13 04:05:00+00:00,2022-06-13 04:05,135,1,1,0.933297,15:45,04:05,12:20:00,1
BGG0BA,2,C:USDJPY,2022-06-10 02:30:00+00:00,2022-06-10 02:30,134.0067,2022-06-13 04:05:00+00:00,2022-06-13 04:05,135,1,1,0.9933,02:30,04:05,01:35:00,1
3T4HZS,2,C:USDJPY,2022-06-10 02:45:00+00:00,2022-06-10 02:45,134.0217008,2022-06-13 04:05:00+00:00,2022-06-13 04:05,135,1,1,0.97829925,02:45,04:05,01:20:00,1
MT7RBZ,2,C:USDJPY,2022-06-10 12:30:00+00:00,2022-06-10 12:30,134.1927093,2022-06-13 04:05:00+00:00,2022-06-13 04:05,135,1,1,0.8072907,12:30,04:05,15:35:00,1
ZTCBBJ,2,C:USDJPY,2022-06-10 13:15:00+00:00,2022-06-10 13:15,134.1947094,2022-06-13 04:05:00+00:00,2022-06-13 04:05,135,1,1,0.8052906,13:15,04:05,14:50:00,1
0Q3T4G,2,C:USDJPY,2022-06-13 04:05:00+00:00,2022-06-13 04:05,135.0787536,2022-06-13 12:25:00+00:00,2022-06-13 12:25,134,1,1,-1.0787536,04:05,12:25,08:20:00,-1
WN0MNS,2,C:USDJPY,2022-06-13 04:15:00+00:00,2022-06-13 04:15,134.9802507,2022-06-13 12:25:00+00:00,2022-06-13 12:25,134,-1,1,0.98025065,04:15,12:25,08:10:00,1
ZBO9TY,2,C:USDJPY,2022-06-13 04:20:00+00:00,2022-06-13 04:20,135.0167505,2022-06-13 12:25:00+00:00,2022-06-13 12:25,134,1,1,-1.0167505,04:20,12:25,08:05:00,-1
XANLFT,2,C:USDJPY,2022-06-13 04:45:00+00:00,2022-06-13 04:45,134.9882503,2022-06-13 12:25:00+00:00,2022-06-13 12:25,134,-1,1,0.98825025,04:45,12:25,07:40:00,1
U9PZBM,2,C:USDJPY,2022-06-13 04:50:00+00:00,2022-06-13 04:50,135.0097502,2022-06-13 12:25:00+00:00,2022-06-13 12:25,134,1,1,-1.00975015,04:50,12:25,07:35:00,-1
LN9PUI,2,C:USDJPY,2022-06-13 05:15:00+00:00,2022-06-13 05:15,134.8752559,2022-06-13 12:25:00+00:00,2022-06-13 12:25,134,-1,1,0.8752559,05:15,12:25,07:10:00,1
W9ZBJO,2,C:USDJPY,2022-06-13 12:25:00+00:00,2022-06-13 12:25,133.9753009,2022-06-14 16:15:00+00:00,2022-06-14 16:15,135,-1,1,-1.0246991,12:25,16:15,03:50:00,-1
H073XX,2,C:USDJPY,2022-06-13 13:00:00+00:00,2022-06-13 13:00,133.9393027,2022-06-14 16:15:00+00:00,2022-06-14 16:15,135,-1,1,-1.0606973,13:00,16:15,03:15:00,-1
DV2BD6,2,C:USDJPY,2022-06-13 13:25:00+00:00,2022-06-13 13:25,133.9183038,2022-06-14 16:15:00+00:00,2022-06-14 16:15,135,-1,1,-1.08169625,13:25,16:15,02:50:00,-1
OKXMEI,2,C:USDJPY,2022-06-13 16:15:00+00:00,2022-06-13 16:15,133.954302,2022-06-14 16:15:00+00:00,2022-06-14 16:15,135,-1,1,-1.04569805,16:15,16:15,00:00:00,-1
2D81RF,2,C:USDJPY,2022-06-14 00:25:00+00:00,2022-06-14 00:25,133.9293032,2022-06-14 16:15:00+00:00,2022-06-14 16:15,135,-1,1,-1.0706968,00:25,16:15,15:50:00,-1
RPAF8D,2,C:USDJPY,2022-06-14 00:40:00+00:00,2022-06-14 00:40,133.9563019,2022-06-14 16:15:00+00:00,2022-06-14 16:15,135,-1,1,-1.04369815,00:40,16:15,15:35:00,-1
S6BR1U,2,C:USDJPY,2022-06-13 12:35:00+00:00,2022-06-13 12:35,134.086704,2022-06-14 17:00:00+00:00,2022-06-14 17:00,135,1,1,0.913296,12:35,17:00,04:25:00,1
B3IHVN,2,C:USDJPY,2022-06-13 15:10:00+00:00,2022-06-13 15:10,134.0247009,2022-06-14 17:00:00+00:00,2022-06-14 17:00,135,1,1,0.9752991,15:10,17:00,01:50:00,1
0HTO6X,2,C:USDJPY,2022-06-13 16:20:00+00:00,2022-06-13 16:20,134.0327013,2022-06-14 17:00:00+00:00,2022-06-14 17:00,135,1,1,0.9672987,16:20,17:00,00:40:00,1
I1BXRV,2,C:USDJPY,2022-06-14 00:35:00+00:00,2022-06-14 00:35,134.0647029,2022-06-14 17:00:00+00:00,2022-06-14 17:00,135,1,1,0.9352971,00:35,17:00,16:25:00,1
